"localityId","county","localityType","localityName"
"62ff047e9612f003262eaf7f","Sacramento","NEIGHBORHOOD","River Gardens"
"62ff047e9612f003262eaf8b","Sacramento","NEIGHBORHOOD","River Park"
"62ff047e9612f003262eaf58","Sacramento","NEIGHBORHOOD","Robla"
"62ff047e9612f003262eafa5","Sacramento","NEIGHBORHOOD","SCC"
"62ff047e9612f003262eaf94","Sacramento","NEIGHBORHOOD","Sierra Oaks"
"62ff047f9612f003262eafb6","Sacramento","NEIGHBORHOOD","South City Farms"
"62ff047e9612f003262eaf73","Sacramento","NEIGHBORHOOD","South Hagginwood"
"62ff047e9612f003262eafa6","Sacramento","NEIGHBORHOOD","South Land Park"
"62ff047e9612f003262eaf6d","Sacramento","NEIGHBORHOOD","South Natomas"
"62ff047e9612f003262eafa7","Sacramento","NEIGHBORHOOD","South Oak Park"
"62ff047f9612f003262eafbd","Sacramento","NEIGHBORHOOD","Southeast Village"
"62ff047e9612f003262eaf85","Sacramento","NEIGHBORHOOD","Southern Pacific / Richards"
"62ff047e9612f003262eaf95","Sacramento","NEIGHBORHOOD","Southside Park"
"62ff047e9612f003262eaf71","Sacramento","NEIGHBORHOOD","Strawberry Manor"
"62ff047e9612f003262eaf5f","Sacramento","NEIGHBORHOOD","Sundance Lake"
"62ff047e9612f003262eaf7b","Sacramento","NEIGHBORHOOD","Swanston Estates"
"62ff047e9612f003262eafa0","Sacramento","NEIGHBORHOOD","Tahoe Park"
"62ff047e9612f003262eafa2","Sacramento","NEIGHBORHOOD","Tahoe Park East"
"62ff047e9612f003262eafaa","Sacramento","NEIGHBORHOOD","Tahoe Park South"
"62ff047e9612f003262eafb0","Sacramento","NEIGHBORHOOD","Tallac Village"
"62ff047e9612f003262eaf99","Sacramento","NEIGHBORHOOD","Upper Land Park"
"62ff047f9612f003262eafc4","Sacramento","NEIGHBORHOOD","Valley Hi / North Laguna"
"62ff047e9612f003262eaf54","Sacramento","NEIGHBORHOOD","Valleyview Acres"
"62ff047e9612f003262eaf53","Sacramento","NEIGHBORHOOD","Village 12"
"62ff047e9612f003262eaf5a","Sacramento","NEIGHBORHOOD","Village 14"
"62ff047e9612f003262eaf5e","Sacramento","NEIGHBORHOOD","Village 5"
"62ff047f9612f003262eafd0","Sacramento","NEIGHBORHOOD","Village 7"
"62ff047e9612f003262eaf62","Sacramento","NEIGHBORHOOD","Village Green"
"62ff047e9612f003262eaf6b","Sacramento","NEIGHBORHOOD","West Del Paso Heights"
"62ff047f9612f003262eafc6","Sacramento","NEIGHBORHOOD","West Tahoe Park"
"62ff047e9612f003262eaf56","Sacramento","NEIGHBORHOOD","Westlake"
"62ff047e9612f003262eaf79","Sacramento","NEIGHBORHOOD","Willowcreek"
"62ff047e9612f003262eaf78","Sacramento","NEIGHBORHOOD","Wills Acres"
"62ff047f9612f003262eafc0","Sacramento","NEIGHBORHOOD","Woodbine"
"62ff047e9612f003262eaf82","Sacramento","NEIGHBORHOOD","Woodlake"
"62ff047e9612f003262eaf61","Sacramento","NEIGHBORHOOD","Youngs Heights"
"62ff047f9612f003262eafc3","Sacramento","NEIGHBORHOOD","Z'berg Park"
"6390eb9c4d6bc53360853bc1","Sacramento","ZIPCODE","94571"
"6390eb9d4d6bc53360853bf8","Sacramento","ZIPCODE","95608"
"6390eb9c4d6bc53360853bc2","Sacramento","ZIPCODE","95610"
"6390eb9c4d6bc53360853bc3","Sacramento","ZIPCODE","95615"
"6390eb9c4d6bc53360853bc4","Sacramento","ZIPCODE","95621"
"6390eb9d4d6bc53360853bfb","Sacramento","ZIPCODE","95624"
"6390eb9c4d6bc53360853bc5","Sacramento","ZIPCODE","95626"
"6390eb9c4d6bc53360853bc6","Sacramento","ZIPCODE","95628"
"6390eb9c4d6bc53360853bc7","Sacramento","ZIPCODE","95630"
"6390eb9c4d6bc53360853bc8","Sacramento","ZIPCODE","95632"
"6390eb9c4d6bc53360853bc9","Sacramento","ZIPCODE","95638"
"6390eb9c4d6bc53360853bca","Sacramento","ZIPCODE","95639"
"6390eb9c4d6bc53360853bcb","Sacramento","ZIPCODE","95640"
"6390eb9c4d6bc53360853bcc","Sacramento","ZIPCODE","95641"
"6390eb9c4d6bc53360853bcd","Sacramento","ZIPCODE","95652"
"6390eb9c4d6bc53360853bce","Sacramento","ZIPCODE","95655"
"6390eb9c4d6bc53360853bcf","Sacramento","ZIPCODE","95660"
"6390eb9d4d6bc53360853bf9","Sacramento","ZIPCODE","95661"
"6390eb9c4d6bc53360853bd0","Sacramento","ZIPCODE","95662"
"6390eb9c4d6bc53360853bd1","Sacramento","ZIPCODE","95670"
"6390eb9c4d6bc53360853bd2","Sacramento","ZIPCODE","95671"
"6390eb9c4d6bc53360853bd3","Sacramento","ZIPCODE","95673"
"6390eb9c4d6bc53360853bd4","Sacramento","ZIPCODE","95678"
"6390eb9c4d6bc53360853bd5","Sacramento","ZIPCODE","95680"
"6390eb9c4d6bc53360853bd6","Sacramento","ZIPCODE","95683"
"6390eb9c4d6bc53360853bd7","Sacramento","ZIPCODE","95690"
"6390eb9d4d6bc53360853bd8","Sacramento","ZIPCODE","95693"
"6390eb9d4d6bc53360853bd9","Sacramento","ZIPCODE","95742"
"6390eb9d4d6bc53360853bda","Sacramento","ZIPCODE","95757"
"6390eb9d4d6bc53360853bdb","Sacramento","ZIPCODE","95758"
"6390eb9d4d6bc53360853bfa","Sacramento","ZIPCODE","95762"
"6390eb9d4d6bc53360853bdc","Sacramento","ZIPCODE","95811"
"6390eb9d4d6bc53360853bdd","Sacramento","ZIPCODE","95814"
"6390eb9d4d6bc53360853bde","Sacramento","ZIPCODE","95815"
"6390eb9d4d6bc53360853bdf","Sacramento","ZIPCODE","95816"
"6390eb9d4d6bc53360853be0","Sacramento","ZIPCODE","95817"
"6390eb9d4d6bc53360853be1","Sacramento","ZIPCODE","95818"
"6390eb9d4d6bc53360853be2","Sacramento","ZIPCODE","95819"
"6390eb9d4d6bc53360853bf7","Sacramento","ZIPCODE","95820"
"6390eb9d4d6bc53360853be3","Sacramento","ZIPCODE","95821"
"6390eb9d4d6bc53360853be4","Sacramento","ZIPCODE","95822"
"6390eb9d4d6bc53360853be5","Sacramento","ZIPCODE","95823"
"6390eb9d4d6bc53360853be6","Sacramento","ZIPCODE","95824"
"6390eb9d4d6bc53360853be7","Sacramento","ZIPCODE","95825"
"6390eb9d4d6bc53360853be8","Sacramento","ZIPCODE","95826"
"6390eb9d4d6bc53360853be9","Sacramento","ZIPCODE","95827"
"6390eb9d4d6bc53360853bfc","Sacramento","ZIPCODE","95828"
"6390eb9d4d6bc53360853bfd","Sacramento","ZIPCODE","95829"
"6390eb9d4d6bc53360853bea","Sacramento","ZIPCODE","95830"
"6390eb9d4d6bc53360853beb","Sacramento","ZIPCODE","95831"
"6390eb9d4d6bc53360853bec","Sacramento","ZIPCODE","95832"
"6390eb9d4d6bc53360853bed","Sacramento","ZIPCODE","95833"
"6390eb9d4d6bc53360853bee","Sacramento","ZIPCODE","95834"
"6390eb9d4d6bc53360853bef","Sacramento","ZIPCODE","95835"
"6390eb9d4d6bc53360853bf0","Sacramento","ZIPCODE","95836"
"6390eb9d4d6bc53360853bf1","Sacramento","ZIPCODE","95837"
"6390eb9d4d6bc53360853bf2","Sacramento","ZIPCODE","95838"
"6390eb9d4d6bc53360853bf3","Sacramento","ZIPCODE","95841"
"6390eb9d4d6bc53360853bf4","Sacramento","ZIPCODE","95842"
"6390eb9d4d6bc53360853bf5","Sacramento","ZIPCODE","95843"
"6390eb9d4d6bc53360853bf6","Sacramento","ZIPCODE","95864"
"63a0c582f6320e88cb02ead4","San Francisco,San Mateo","NEIGHBORHOOD","Bayshore"
"63a0c582f6320e88cb02ead5","San Francisco,San Mateo","NEIGHBORHOOD","Crocker"
"63a0c587f6320e88cb02eb1e","San Francisco,San Mateo","NEIGHBORHOOD","Crocker Amazon"
"63a0c587f6320e88cb02eb40","San Francisco,San Mateo","NEIGHBORHOOD","Lakeshore"
"63a0c586f6320e88cb02eae3","San Francisco,San Mateo","NEIGHBORHOOD","Little Hollywood"
"63a0c582f6320e88cb02ead6","San Francisco,San Mateo","NEIGHBORHOOD","Original Daly City"
"63a0c586f6320e88cb02eb0d","San Francisco,San Mateo","NEIGHBORHOOD","Outer Mission"
"63a0c582f6320e88cb02ead7","San Francisco,San Mateo","NEIGHBORHOOD","Southern Hills"
"63a0c586f6320e88cb02eb03","San Francisco,San Mateo","NEIGHBORHOOD","Sunnydale"
"63a0c587f6320e88cb02eb20","San Francisco","NEIGHBORHOOD","Alamo Square"
"63a0c587f6320e88cb02eb44","San Francisco","NEIGHBORHOOD","Anza Vista"
"63a0c587f6320e88cb02eb32","San Francisco","NEIGHBORHOOD","Apparel City"
"63a0c587f6320e88cb02eb37","San Francisco","NEIGHBORHOOD","Aquatic Park - Fort Mason"
"63a0c586f6320e88cb02eaf4","San Francisco","NEIGHBORHOOD","Ashbury Heights"
"63a0c586f6320e88cb02eb14","San Francisco","NEIGHBORHOOD","Balboa Terrace"
"63a0c587f6320e88cb02eb1c","San Francisco","NEIGHBORHOOD","Bayview"
"63a0c586f6320e88cb02eb0b","San Francisco","NEIGHBORHOOD","Bernal Heights"
"63a0c587f6320e88cb02eb42","San Francisco","NEIGHBORHOOD","Bret Harte"
"63a0c586f6320e88cb02eaf5","San Francisco","NEIGHBORHOOD","Buena Vista"
"63a0c586f6320e88cb02eb06","San Francisco","NEIGHBORHOOD","Candlestick Point State Recreation Area"
"63a0c586f6320e88cb02eaec","San Francisco","NEIGHBORHOOD","Castro"
"63a0c586f6320e88cb02eb05","San Francisco","NEIGHBORHOOD","Cathedral Hill"
"63a0c587f6320e88cb02eb29","San Francisco","NEIGHBORHOOD","Cayuga"
"63a0c586f6320e88cb02ead8","San Francisco","NEIGHBORHOOD","Central Waterfront"
"63a0c586f6320e88cb02eaf0","San Francisco","NEIGHBORHOOD","Chinatown"
"63a0c586f6320e88cb02eadc","San Francisco","NEIGHBORHOOD","Civic Center"
"63a0c586f6320e88cb02eafb","San Francisco","NEIGHBORHOOD","Clarendon Heights"
"63a0c586f6320e88cb02eadd","San Francisco","NEIGHBORHOOD","Cole Valley"
