leftId,leftName,leftType,rightId,rightName,rightType,leftArea,rightArea,intersectionArea,normalizedFractionOfLeftInRight,fractionOfRightInLeft
63a0c575f6320e88cb02eab6,Andersen - Shoreline,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"2,701,883","34,871,510","2,685,984",100.00%,7.70%
63a0c587f6320e88cb02eb44,Anza Vista,NEIGHBORHOOD,63a0c58ef6320e88cb02eb5b,94115,ZIPCODE,"302,342","2,933,704","233,918",77.37%,7.97%
63a0c587f6320e88cb02eb44,Anza Vista,NEIGHBORHOOD,63a0c58ef6320e88cb02eb5d,94118,ZIPCODE,"302,342","5,231,289","68,424",22.63%,1.31%
63a0c587f6320e88cb02eb32,Apparel City,NEIGHBORHOOD,63a0c58cf6320e88cb02eb4e,94110,ZIPCODE,"398,414","6,211,138","62,948",15.80%,1.01%
63a0c587f6320e88cb02eb32,Apparel City,NEIGHBORHOOD,63a0c58df6320e88cb02eb53,94124,ZIPCODE,"398,414","11,914,623","316,183",79.36%,2.65%
63a0c587f6320e88cb02eb32,Apparel City,NEIGHBORHOOD,63a0c58ef6320e88cb02eb61,94134,ZIPCODE,"398,414","6,737,539","19,283",4.84%,0.29%
63a0c587f6320e88cb02eb37,Aquatic Park - Fort Mason,NEIGHBORHOOD,63a0c58cf6320e88cb02eb52,94123,ZIPCODE,"428,928","2,896,713","275,656",67.21%,9.52%
63a0c587f6320e88cb02eb37,Aquatic Park - Fort Mason,NEIGHBORHOOD,63a0c58ef6320e88cb02eb57,94109,ZIPCODE,"428,928","2,873,278","134,502",32.79%,4.68%
63a0c59ef6320e88cb02ebbd,Aragon,NEIGHBORHOOD,63a0c5aff6320e88cb02ec34,94402,ZIPCODE,"595,046","13,117,444","593,709",100.00%,4.53%
62ff047e9612f003262eaf83,Arden Fair,NEIGHBORHOOD,6390eb9d4d6bc53360853bde,95815,ZIPCODE,"317,942","19,243,879","314,504",98.92%,1.63%
62ff047e9612f003262eaf83,Arden Fair,NEIGHBORHOOD,6390eb9d4d6bc53360853be7,95825,ZIPCODE,"317,942","11,824,584","3,438",1.08%,0.03%
63a0c5a2f6320e88cb02ec06,Arleta Park,NEIGHBORHOOD,63a0c5aef6320e88cb02ec31,94019,ZIPCODE,"637,048","156,815,288","637,048",100.00%,0.41%
63a0c586f6320e88cb02eaf4,Ashbury Heights,NEIGHBORHOOD,63a0c58ef6320e88cb02eb64,94117,ZIPCODE,"345,003","3,353,590","342,757",100.00%,10.22%
63a0c5a5f6320e88cb02ec17,Atherton Oaks,NEIGHBORHOOD,63a0c5aff6320e88cb02ec35,94027,ZIPCODE,"1,595,293","13,127,915","1,465,846",91.89%,11.17%
63a0c5a5f6320e88cb02ec17,Atherton Oaks,NEIGHBORHOOD,63a0c5b4f6320e88cb02ec4a,94025,ZIPCODE,"1,595,293","21,642,287","129,447",8.11%,0.60%
63a0c59af6320e88cb02eba3,Avalon,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec46,94080,ZIPCODE,"2,692,446","27,477,600","2,691,906",100.00%,9.80%
62ff047f9612f003262eafb5,Avondale,NEIGHBORHOOD,6390eb9d4d6bc53360853be6,95824,ZIPCODE,"1,246,818","10,416,148","1,157,692",92.85%,11.11%
62ff047f9612f003262eafb5,Avondale,NEIGHBORHOOD,6390eb9d4d6bc53360853bf7,95820,ZIPCODE,"1,246,818","13,897,118","89,126",7.15%,0.64%
63a0c5a6f6320e88cb02ec2a,Bair Island,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec43,94063,ZIPCODE,"1,215,094","18,427,174","1,215,028",100.00%,6.59%
63a0c586f6320e88cb02eb14,Balboa Terrace,NEIGHBORHOOD,63a0c58ef6320e88cb02eb62,94127,ZIPCODE,"280,438","4,837,446","280,438",100.00%,5.80%
63a0c56ef6320e88cb02ea87,Baltimore Park,NEIGHBORHOOD,63a0c57df6320e88cb02ead3,94939,ZIPCODE,"129,588","6,595,204","129,588",100.00%,1.96%
63a0c59df6320e88cb02ebb4,Bay Vista,NEIGHBORHOOD,63a0c5aff6320e88cb02ec38,94404,ZIPCODE,"1,091,947","12,770,433","1,091,668",100.00%,8.55%
63a0c56ef6320e88cb02ea91,Bayfront,NEIGHBORHOOD,63a0c579f6320e88cb02eabd,94941,ZIPCODE,"682,499","100,863,785","682,499",100.00%,0.68%
63a0c59ff6320e88cb02ebcf,Bayfront,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"2,102,877","41,406,904","2,043,435",100.00%,4.94%
63a0c5a6f6320e88cb02ec28,Bayfront,NEIGHBORHOOD,63a0c5b4f6320e88cb02ec4a,94025,ZIPCODE,"3,441,419","21,642,287","2,220,104",100.00%,10.26%
63a0c59ff6320e88cb02ebcc,Bayhill,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec44,94066,ZIPCODE,"552,837","15,704,860","552,837",100.00%,3.52%
63a0c59cf6320e88cb02ebb0,Baylands,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3d,94005,ZIPCODE,"2,850,672","12,263,781","2,795,302",100.00%,22.79%
63a0c582f6320e88cb02ead4,Bayshore,NEIGHBORHOOD,63a0c58ef6320e88cb02eb61,94134,ZIPCODE,"1,374,706","6,737,539","52,656",3.83%,0.78%
63a0c582f6320e88cb02ead4,Bayshore,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3d,94005,ZIPCODE,"1,374,706","12,263,781","21,370",1.55%,0.17%
63a0c582f6320e88cb02ead4,Bayshore,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3f,94014,ZIPCODE,"1,374,706","16,612,159","1,300,680",94.62%,7.83%
63a0c56bf6320e88cb02ea66,Bayside Acres,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"616,070","34,871,510","616,070",100.00%,1.77%
63a0c587f6320e88cb02eb1c,Bayview,NEIGHBORHOOD,63a0c58bf6320e88cb02eb4c,94188,ZIPCODE,"2,594,609","224,595","2,625",0.10%,1.17%
63a0c587f6320e88cb02eb1c,Bayview,NEIGHBORHOOD,63a0c58df6320e88cb02eb53,94124,ZIPCODE,"2,594,609","11,914,623","2,573,794",99.90%,21.60%
63a0c59ff6320e88cb02ebdb,Baywood,NEIGHBORHOOD,63a0c5aff6320e88cb02ec34,94402,ZIPCODE,"950,990","13,117,444","887,882",93.56%,6.77%
63a0c59ff6320e88cb02ebdb,Baywood,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"950,990","41,406,904","61,156",6.44%,0.15%
63a0c5a5f6320e88cb02ec1f,Baywood Knolls,NEIGHBORHOOD,63a0c5aff6320e88cb02ec34,94402,ZIPCODE,"482,663","13,117,444","471,546",97.70%,3.59%
63a0c5a5f6320e88cb02ec1f,Baywood Knolls,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"482,663","41,406,904","11,117",2.30%,0.03%
63a0c597f6320e88cb02eb96,Baywood Park,NEIGHBORHOOD,63a0c5aff6320e88cb02ec34,94402,ZIPCODE,"1,234,363","13,117,444","1,228,164",100.00%,9.36%
63a0c5a0f6320e88cb02ebe1,Belle Air Park,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec44,94066,ZIPCODE,"1,390,040","15,704,860","1,358,794",98.11%,8.65%
63a0c5a0f6320e88cb02ebe1,Belle Air Park,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec47,94128,ZIPCODE,"1,390,040","8,693,644","26,163",1.89%,0.30%
63a0c593f6320e88cb02eb78,Belle Haven,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec48,94303,ZIPCODE,"1,165,628","22,428,127","20,936",1.80%,0.09%
63a0c593f6320e88cb02eb78,Belle Haven,NEIGHBORHOOD,63a0c5b4f6320e88cb02ec4a,94025,ZIPCODE,"1,165,628","21,642,287","1,144,692",98.20%,5.29%
63a0c5a3f6320e88cb02ec0d,Belmont Country Club,NEIGHBORHOOD,63a0c5b0f6320e88cb02ec39,94002,ZIPCODE,"2,945,840","14,627,753","2,863,486",97.20%,19.58%
63a0c5a3f6320e88cb02ec0d,Belmont Country Club,NEIGHBORHOOD,63a0c5b0f6320e88cb02ec3b,94403,ZIPCODE,"2,945,840","15,064,745","82,354",2.80%,0.55%
63a0c59ff6320e88cb02ebdc,Belmont Heights,NEIGHBORHOOD,63a0c5b0f6320e88cb02ec39,94002,ZIPCODE,"1,539,113","14,627,753","1,539,113",100.00%,10.52%
62ff047f9612f003262eafca,Belvedere,NEIGHBORHOOD,6390eb9d4d6bc53360853be8,95826,ZIPCODE,"1,277,834","28,419,328","1,277,834",100.00%,4.50%
63a0c573f6320e88cb02eab3,Belvedere,NEIGHBORHOOD,63a0c57cf6320e88cb02eac8,94920,ZIPCODE,"1,581,417","17,845,193","1,569,036",100.00%,8.79%
62ff047e9612f003262eaf74,Ben Ali,NEIGHBORHOOD,6390eb9d4d6bc53360853bde,95815,ZIPCODE,"984,419","19,243,879","970,457",98.58%,5.04%
62ff047e9612f003262eaf74,Ben Ali,NEIGHBORHOOD,6390eb9d4d6bc53360853be3,95821,ZIPCODE,"984,419","18,685,205","13,962",1.42%,0.07%
63a0c5a3f6320e88cb02ec0a,Beresford Manor,NEIGHBORHOOD,63a0c5b0f6320e88cb02ec3b,94403,ZIPCODE,"1,053,480","15,064,745","1,052,762",100.00%,6.99%
63a0c586f6320e88cb02eb0b,Bernal Heights,NEIGHBORHOOD,63a0c58cf6320e88cb02eb4e,94110,ZIPCODE,"2,886,350","6,211,138","2,473,009",85.68%,39.82%
63a0c586f6320e88cb02eb0b,Bernal Heights,NEIGHBORHOOD,63a0c58ef6320e88cb02eb59,94112,ZIPCODE,"2,886,350","8,657,906","354,236",12.27%,4.09%
63a0c586f6320e88cb02eb0b,Bernal Heights,NEIGHBORHOOD,63a0c58ef6320e88cb02eb61,94134,ZIPCODE,"2,886,350","6,737,539","59,073",2.05%,0.88%
63a0c5a0f6320e88cb02ebea,Beverly Terrace,NEIGHBORHOOD,63a0c5b0f6320e88cb02ec39,94002,ZIPCODE,"4,908,873","14,627,753","211,309",4.30%,1.44%
63a0c5a0f6320e88cb02ebea,Beverly Terrace,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec45,94070,ZIPCODE,"4,908,873","15,851,010","4,697,564",95.70%,29.64%
63a0c56ef6320e88cb02ea94,Blithedale Canyon,NEIGHBORHOOD,63a0c579f6320e88cb02eabd,94941,ZIPCODE,"2,659,776","100,863,785","2,655,649",100.00%,2.63%
62ff047e9612f003262eaf90,Boulevard Park,NEIGHBORHOOD,6390eb9d4d6bc53360853bdc,95811,ZIPCODE,"626,964","7,136,948","338,264",53.95%,4.74%
62ff047e9612f003262eaf90,Boulevard Park,NEIGHBORHOOD,6390eb9d4d6bc53360853bdd,95814,ZIPCODE,"626,964","3,352,413","67,659",10.79%,2.02%
62ff047e9612f003262eaf90,Boulevard Park,NEIGHBORHOOD,6390eb9d4d6bc53360853bdf,95816,ZIPCODE,"626,964","7,246,552","221,041",35.26%,3.05%
63a0c5a5f6320e88cb02ec21,Bowie Estate,NEIGHBORHOOD,63a0c5aff6320e88cb02ec33,94401,ZIPCODE,"1,573,360","8,015,410","1,537,655",97.78%,19.18%
63a0c5a5f6320e88cb02ec21,Bowie Estate,NEIGHBORHOOD,63a0c5aff6320e88cb02ec34,94402,ZIPCODE,"1,573,360","13,117,444","34,858",2.22%,0.27%
62ff047f9612f003262eafb8,Brentwood,NEIGHBORHOOD,6390eb9d4d6bc53360853be4,95822,ZIPCODE,"815,903","22,561,651","796,372",97.61%,3.53%
62ff047f9612f003262eafb8,Brentwood,NEIGHBORHOOD,6390eb9d4d6bc53360853be6,95824,ZIPCODE,"815,903","10,416,148","19,531",2.39%,0.19%
63a0c56bf6320e88cb02ea72,Bret Harte,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"758,946","34,871,510","752,936",100.00%,2.16%
63a0c587f6320e88cb02eb42,Bret Harte,NEIGHBORHOOD,63a0c58df6320e88cb02eb53,94124,ZIPCODE,"886,269","11,914,623","851,921",96.12%,7.15%
63a0c587f6320e88cb02eb42,Bret Harte,NEIGHBORHOOD,63a0c58ef6320e88cb02eb61,94134,ZIPCODE,"886,269","6,737,539","34,348",3.88%,0.51%
63a0c5a2f6320e88cb02ebfa,Brewer - Upland,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"729,776","41,406,904","729,776",100.00%,1.76%
63a0c5a2f6320e88cb02ec02,Broadmoor,NEIGHBORHOOD,63a0c5b4f6320e88cb02ec4b,94015,ZIPCODE,"1,162,620","14,605,720","1,157,789",100.00%,7.93%
63a0c586f6320e88cb02eaf5,Buena Vista,NEIGHBORHOOD,63a0c58ef6320e88cb02eb5a,94114,ZIPCODE,"680,671","3,584,563","70,446",10.35%,1.97%
63a0c586f6320e88cb02eaf5,Buena Vista,NEIGHBORHOOD,63a0c58ef6320e88cb02eb64,94117,ZIPCODE,"680,671","3,353,590","610,225",89.65%,18.20%
63a0c592f6320e88cb02eb73,Burlingables,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"508,871","41,406,904","508,871",100.00%,1.23%
63a0c592f6320e88cb02eb69,Burlingame Gardens,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"502,291","41,406,904","502,291",100.00%,1.21%
63a0c592f6320e88cb02eb6a,Burlingame Grove,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"406,664","41,406,904","406,664",100.00%,0.98%
63a0c592f6320e88cb02eb6b,Burlingame Hills,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"1,560,997","41,406,904","1,560,997",100.00%,3.77%
63a0c592f6320e88cb02eb6c,Burlingame Park,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"549,413","41,406,904","549,222",100.00%,1.33%
63a0c592f6320e88cb02eb6d,Burlingame Terrace,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"647,226","41,406,904","647,226",100.00%,1.56%
63a0c592f6320e88cb02eb6e,Burlingame Village,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"180,510","41,406,904","180,510",100.00%,0.44%
62ff047e9612f003262eaf98,CSUS,NEIGHBORHOOD,6390eb9d4d6bc53360853be2,95819,ZIPCODE,"1,629,937","10,087,111","1,423,517",87.34%,14.11%
62ff047e9612f003262eaf98,CSUS,NEIGHBORHOOD,6390eb9d4d6bc53360853be8,95826,ZIPCODE,"1,629,937","28,419,328","206,420",12.66%,0.73%
62ff047e9612f003262eaf88,Cal Expo,NEIGHBORHOOD,6390eb9d4d6bc53360853bde,95815,ZIPCODE,"3,437,489","19,243,879","2,968,003",86.52%,15.42%
62ff047e9612f003262eaf88,Cal Expo,NEIGHBORHOOD,6390eb9d4d6bc53360853be2,95819,ZIPCODE,"3,437,489","10,087,111","462,366",13.48%,4.58%
63a0c56bf6320e88cb02ea73,California Park,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"449,623","34,871,510","448,277",100.00%,1.29%
62ff047e9612f003262eaf93,Campus Commons,NEIGHBORHOOD,6390eb9d4d6bc53360853be2,95819,ZIPCODE,"1,641,017","10,087,111","33,918",2.08%,0.34%
62ff047e9612f003262eaf93,Campus Commons,NEIGHBORHOOD,6390eb9d4d6bc53360853be7,95825,ZIPCODE,"1,641,017","11,824,584","1,599,628",97.92%,13.53%
63a0c56bf6320e88cb02ea6c,Canal,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"1,493,910","34,871,510","1,458,211",100.00%,4.18%
63a0c56bf6320e88cb02ea6d,Canal Waterfront,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"181,359","34,871,510","181,359",100.00%,0.52%
63a0c586f6320e88cb02eb06,Candlestick Point State Recreation Area,NEIGHBORHOOD,63a0c58df6320e88cb02eb53,94124,ZIPCODE,"1,613,956","11,914,623","1,142,783",73.59%,9.59%
63a0c586f6320e88cb02eb06,Candlestick Point State Recreation Area,NEIGHBORHOOD,63a0c58ef6320e88cb02eb61,94134,ZIPCODE,"1,613,956","6,737,539","410,113",26.41%,6.09%
62ff047e9612f003262eaf75,Cannon Industrial Park,NEIGHBORHOOD,6390eb9d4d6bc53360853bde,95815,ZIPCODE,"791,370","19,243,879","791,370",100.00%,4.11%
63a0c5a6f6320e88cb02ec2e,Canyon,NEIGHBORHOOD,63a0c5aef6320e88cb02ec30,94062,ZIPCODE,"1,007,446","170,374,960","1,007,446",100.00%,0.59%
63a0c5a5f6320e88cb02ec13,Capuchino,NEIGHBORHOOD,63a0c5aef6320e88cb02ec2f,94030,ZIPCODE,"375,328","8,715,053","374,137",100.00%,4.29%
62ff047e9612f003262eafac,Carleton Tract,NEIGHBORHOOD,6390eb9d4d6bc53360853be4,95822,ZIPCODE,"487,126","22,561,651","486,906",100.00%,2.16%
63a0c59df6320e88cb02ebb2,Carmel Village,NEIGHBORHOOD,63a0c5aff6320e88cb02ec38,94404,ZIPCODE,"1,073,194","12,770,433","1,049,273",100.00%,8.22%
63a0c5a2f6320e88cb02ebf4,Carolands,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3e,94010,ZIPCODE,"2,432,069","41,406,904","2,432,069",100.00%,5.87%
63a0c56ef6320e88cb02ea95,Cascade Canyon,NEIGHBORHOOD,63a0c579f6320e88cb02eabd,94941,ZIPCODE,"2,670,420","100,863,785","2,670,420",100.00%,2.65%
63a0c586f6320e88cb02eaec,Castro,NEIGHBORHOOD,63a0c58ef6320e88cb02eb5a,94114,ZIPCODE,"244,125","3,584,563","244,125",100.00%,6.81%
63a0c586f6320e88cb02eb05,Cathedral Hill,NEIGHBORHOOD,63a0c58df6320e88cb02eb55,94102,ZIPCODE,"490,842","1,722,834","86,660",17.66%,5.03%
63a0c586f6320e88cb02eb05,Cathedral Hill,NEIGHBORHOOD,63a0c58ef6320e88cb02eb57,94109,ZIPCODE,"490,842","2,873,278","404,091",82.34%,14.06%
63a0c587f6320e88cb02eb29,Cayuga,NEIGHBORHOOD,63a0c58ef6320e88cb02eb59,94112,ZIPCODE,"837,833","8,657,906","837,833",100.00%,9.68%
63a0c594f6320e88cb02eb88,Centennial,NEIGHBORHOOD,63a0c5aef6320e88cb02ec30,94062,ZIPCODE,"1,029,743","170,374,960","28,203",2.75%,0.02%
63a0c594f6320e88cb02eb88,Centennial,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec43,94063,ZIPCODE,"1,029,743","18,427,174","998,051",97.25%,5.42%
63a0c5a0f6320e88cb02ebe7,Central,NEIGHBORHOOD,63a0c5b0f6320e88cb02ec39,94002,ZIPCODE,"2,377,272","14,627,753","2,374,428",100.00%,16.23%
63a0c59cf6320e88cb02ebad,Central Brisbane,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec3d,94005,ZIPCODE,"841,176","12,263,781","841,176",100.00%,6.86%
63a0c59cf6320e88cb02ebac,Central Menlo,NEIGHBORHOOD,63a0c5aff6320e88cb02ec35,94027,ZIPCODE,"1,486,901","13,127,915","76,011",5.11%,0.58%
63a0c59cf6320e88cb02ebac,Central Menlo,NEIGHBORHOOD,63a0c5b4f6320e88cb02ec4a,94025,ZIPCODE,"1,486,901","21,642,287","1,410,891",94.89%,6.52%
63a0c56ef6320e88cb02eaa2,Central Novato,NEIGHBORHOOD,63a0c57cf6320e88cb02eacf,94945,ZIPCODE,"8,811,633","61,258,140","3,797,266",43.09%,6.20%
63a0c56ef6320e88cb02eaa2,Central Novato,NEIGHBORHOOD,63a0c57df6320e88cb02ead1,94947,ZIPCODE,"8,811,633","57,358,625","5,014,367",56.91%,8.74%
62ff047e9612f003262eafa4,Central Oak Park,NEIGHBORHOOD,6390eb9d4d6bc53360853be0,95817,ZIPCODE,"1,608,707","5,717,629","1,216,233",75.60%,21.27%
62ff047e9612f003262eafa4,Central Oak Park,NEIGHBORHOOD,6390eb9d4d6bc53360853bf7,95820,ZIPCODE,"1,608,707","13,897,118","392,474",24.40%,2.82%
63a0c594f6320e88cb02eb84,Central Portola Valley,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec41,94028,ZIPCODE,"5,092,001","45,210,165","5,092,001",100.00%,11.26%
63a0c5a6f6320e88cb02ec2b,Central Redwood City,NEIGHBORHOOD,63a0c5aef6320e88cb02ec30,94062,ZIPCODE,"1,143,541","170,374,960","93,513",8.20%,0.05%
63a0c5a6f6320e88cb02ec2b,Central Redwood City,NEIGHBORHOOD,63a0c5aff6320e88cb02ec32,94061,ZIPCODE,"1,143,541","10,054,603","1,046,793",91.80%,10.41%
63a0c586f6320e88cb02ead8,Central Waterfront,NEIGHBORHOOD,63a0c58bf6320e88cb02eb4c,94188,ZIPCODE,"2,558,990","224,595","5,162",0.21%,2.30%
63a0c586f6320e88cb02ead8,Central Waterfront,NEIGHBORHOOD,63a0c58df6320e88cb02eb53,94124,ZIPCODE,"2,558,990","11,914,623","1,735,994",71.20%,14.57%
63a0c586f6320e88cb02ead8,Central Waterfront,NEIGHBORHOOD,63a0c58df6320e88cb02eb54,94107,ZIPCODE,"2,558,990","4,600,968","697,000",28.59%,15.15%
63a0c56bf6320e88cb02ea76,China Camp,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"4,471,233","34,871,510","3,736,450",84.34%,10.71%
63a0c56bf6320e88cb02ea76,China Camp,NEIGHBORHOOD,63a0c57cf6320e88cb02eac6,94903,ZIPCODE,"4,471,233","51,679,364","693,597",15.66%,1.34%
63a0c586f6320e88cb02eaf0,Chinatown,NEIGHBORHOOD,63a0c58cf6320e88cb02eb51,94111,ZIPCODE,"318,825","856,125","36,673",11.50%,4.28%
63a0c586f6320e88cb02eaf0,Chinatown,NEIGHBORHOOD,63a0c58ef6320e88cb02eb58,94108,ZIPCODE,"318,825","671,164","196,762",61.71%,29.32%
63a0c586f6320e88cb02eaf0,Chinatown,NEIGHBORHOOD,63a0c58ef6320e88cb02eb60,94133,ZIPCODE,"318,825","1,693,139","85,390",26.78%,5.04%
63a0c56bf6320e88cb02ea70,Civic Center,NEIGHBORHOOD,63a0c57cf6320e88cb02eac5,94901,ZIPCODE,"1,485,209","34,871,510","16,099",1.08%,0.05%
63a0c56bf6320e88cb02ea70,Civic Center,NEIGHBORHOOD,63a0c57cf6320e88cb02eac6,94903,ZIPCODE,"1,485,209","51,679,364","1,469,111",98.92%,2.84%
63a0c586f6320e88cb02eadc,Civic Center,NEIGHBORHOOD,63a0c58df6320e88cb02eb55,94102,ZIPCODE,"525,186","1,722,834","521,621",100.00%,30.28%
63a0c586f6320e88cb02eafb,Clarendon Heights,NEIGHBORHOOD,63a0c58ef6320e88cb02eb5a,94114,ZIPCODE,"543,022","3,584,563","220,753",40.80%,6.16%
63a0c586f6320e88cb02eafb,Clarendon Heights,NEIGHBORHOOD,63a0c58ef6320e88cb02eb66,94131,ZIPCODE,"543,022","5,262,746","320,259",59.20%,6.09%
63a0c5a0f6320e88cb02ebec,Clearfield Park,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec45,94070,ZIPCODE,"3,482,823","15,851,010","3,239,864",94.50%,20.44%
63a0c5a0f6320e88cb02ebec,Clearfield Park,NEIGHBORHOOD,63a0c5b4f6320e88cb02ec4d,94065,ZIPCODE,"3,482,823","7,981,111","188,571",5.50%,2.36%
63a0c5a1f6320e88cb02ebf0,Clifford Heights,NEIGHBORHOOD,63a0c5aef6320e88cb02ec30,94062,ZIPCODE,"1,324,382","170,374,960","1,235,034",93.25%,0.72%
63a0c5a1f6320e88cb02ebf0,Clifford Heights,NEIGHBORHOOD,63a0c5b2f6320e88cb02ec45,94070,ZIPCODE,"1,324,382","15,851,010","89,348",6.75%,0.56%
63a0c586f6320e88cb02eadd,Cole Valley,NEIGHBORHOOD,63a0c58ef6320e88cb02eb64,94117,ZIPCODE,"185,266","3,353,590","185,266",100.00%,5.52%
62ff047f9612f003262eafcd,College Town,NEIGHBORHOOD,6390eb9d4d6bc53360853be2,95819,ZIPCODE,"812,382","10,087,111","109,579",13.49%,1.09%
62ff047f9612f003262eafcd,College Town,NEIGHBORHOOD,6390eb9d4d6bc53360853be8,95826,ZIPCODE,"812,382","28,419,328","702,752",86.51%,2.47%
62ff047e9612f003262eaf9a,College/Glen,NEIGHBORHOOD,6390eb9d4d6bc53360853be8,95826,ZIPCODE,"3,914,041","28,419,328","3,914,041",100.00%,13.77%
